date,active_gpu_capacity,available_gpu,active_leases,staked_compute_providers,daily_earnings_usd,protocol_earnings_usd,active_provider_count
2025-01-06T16:38:41.726Z,566,191,1108,118925051969072,12168082098.838379,1678473089532.9563,74
