date,provider,capacity_gpu,available_gpu,utilization_gpu,leases,daily_earnings,protocol_earnings
2025-01-06 16:38:41.726,Akash,566.0,191.0,2.9633507853403143,1108.0,12168082098.83838,1678473089532.9563
2025-01-06 00:00:00.000,Aethir,433.32,,0.0,,3094088.22130808,223857.1531928042
2025-01-06 16:38:41.726,All,999.32,191.0,2.9633507853403143,1108.0,12171176187.059689,1678473313390.1094
2025-01-06 16:38:41.726000,Akash,566.0,191.0,2.9633507853403143,1108.0,12168082098.83838,1678473089532.9563
2025-01-06 00:00:00,Aethir,433.32,,0.0,,3094088.22130808,223857.1531928042
2025-01-06 16:38:41.726000,All,999.3199999999999,191.0,2.9633507853403143,1108.0,12171176187.059689,1678473313390.1094
